#      t_n         th_n        vth_n       Rx          Ry          
       10.275       0.592149      5.78065         -23.0713        14.2535        
       10.28       0.620969      5.73854         -23.6077        12.9835        
       10.285       0.649575      5.69471         -24.0693        11.6977        
       10.29       0.677958      5.64922         -24.4562        10.4007        
       10.295       0.70611      5.60211         -24.7692        9.09754        
       10.3       0.734024      5.55344         -25.0091        7.79279        
       10.305       0.761692      5.50326         -25.1772        6.49096        
       10.31       0.789105      5.45161         -25.2751        5.19636        
       10.315       0.816258      5.39855         -25.3046        3.91308        
       10.32       0.843142      5.34414         -25.2678        2.64502        
       10.325       0.869752      5.28843         -25.1668        1.39579        
       10.33       0.896081      5.23146         -25.0043        0.168807        
       10.335       0.922122      5.1733         -24.7829        -1.0328        
       10.34       0.94787      5.11399         -24.5054        -2.20616        
       10.345       0.97332      5.05358         -24.1748        -3.34866        
       10.35       0.998465      4.99214         -23.794        -4.45797        
       10.355       1.0233      4.9297         -23.3662        -5.532        
       10.36       1.04782      4.86633         -22.8946        -6.56894        
       10.365       1.07203      4.80206         -22.3823        -7.56725        
       10.37       1.09591      4.73695         -21.8326        -8.52563        
       10.375       1.11946      4.67105         -21.2486        -9.44303        
       10.38       1.14268      4.6044         -20.6336        -10.3186        
       10.385       1.16557      4.53705         -19.9907        -11.1518        
       10.39       1.18812      4.46905         -19.3229        -11.9423        
       10.395       1.21033      4.40044         -18.6334        -12.6899        
       10.4       1.23219      4.33126         -17.9249        -13.3946        
       10.405       1.25371      4.26155         -17.2005        -14.0566        
       10.41       1.27488      4.19136         -16.4628        -14.6763        
       10.415       1.29569      4.12072         -15.7145        -15.2543        
       10.42       1.31615      4.04967         -14.958        -15.7912        
       10.425       1.33626      3.97825         -14.1959        -16.2878        
       10.43       1.35601      3.90649         -13.4303        -16.745        
       10.435       1.3754      3.83443         -12.6635        -17.164        
       10.44       1.39442      3.7621         -11.8975        -17.5457        
       10.445       1.41309      3.68953         -11.1342        -17.8914        
       10.45       1.43139      3.61674         -10.3754        -18.2024        
       10.455       1.44933      3.54378         -9.62264        -18.48        
       10.46       1.4669      3.47066         -8.87756        -18.7255        
       10.465       1.48411      3.3974         -8.14153        -18.9403        
       10.47       1.50095      3.32404         -7.41582        -19.1259        
       10.475       1.51742      3.2506         -6.70162        -19.2838        
       10.48       1.53353      3.1771         -5.99996        -19.4154        
       10.485       1.54927      3.10355         -5.3118        -19.5221        
       10.49       1.56464      3.02998         -4.63797        -19.6055        
       10.495       1.57964      2.95641         -3.97922        -19.667        
       10.5       1.59428      2.88285         -3.3362        -19.708        
       10.505       1.60854      2.80931         -2.70946        -19.7299        
       10.51       1.62244      2.73581         -2.09948        -19.7343        
       10.515       1.63597      2.66237         -1.50664        -19.7224        
       10.52       1.64914      2.58899         -0.931286        -19.6955        
       10.525       1.66194      2.51569         -0.373654        -19.6551        
