#      t_n         x_n         xteo        err    
       39.89       1.97259       1.97259        2.68129e-06
       39.895       2.03756       2.03756        2.77226e-06
       39.9       2.10252       2.10253        2.8632e-06
       39.905       2.16747       2.16747        2.9541e-06
       39.91       2.23241       2.23241        3.04498e-06
       39.915       2.29733       2.29734        3.13583e-06
       39.92       2.36224       2.36225        3.22665e-06
       39.925       2.42714       2.42714        3.31743e-06
       39.93       2.49202       2.49202        3.40818e-06
       39.935       2.55688       2.55689        3.4989e-06
       39.94       2.62173       2.62173        3.58958e-06
       39.945       2.68656       2.68657        3.68023e-06
       39.95       2.75138       2.75138        3.77084e-06
       39.955       2.81617       2.81617        3.86141e-06
       39.96       2.88095       2.88095        3.95194e-06
       39.965       2.9457       2.94571        4.04243e-06
       39.97       3.01044       3.01044        4.13289e-06
       39.975       3.07515       3.07516        4.2233e-06
       39.98       3.13985       3.13985        4.31367e-06
       39.985       3.20452       3.20452        4.404e-06
       39.99       3.26917       3.26917        4.49428e-06
       39.995       3.33379       3.3338        4.58452e-06
       40       3.39839       3.3984        4.67471e-06
       40.005       3.46297       3.46297        4.76485e-06
       40.01       3.52752       3.52752        4.85495e-06
       40.015       3.59204       3.59205        4.945e-06
       40.02       3.65654       3.65654        5.035e-06
       40.025       3.72101       3.72101        5.12495e-06
       40.03       3.78545       3.78546        5.21484e-06
       40.035       3.84986       3.84987        5.30469e-06
       40.04       3.91425       3.91425        5.39448e-06
       40.045       3.9786       3.97861        5.48422e-06
       40.05       4.04293       4.04293        5.5739e-06
       40.055       4.10722       4.10722        5.66353e-06
       40.06       4.17148       4.17148        5.7531e-06
       40.065       4.2357       4.23571        5.84262e-06
       40.07       4.2999       4.2999        5.93207e-06
       40.075       4.36406       4.36406        6.02147e-06
       40.08       4.42818       4.42819        6.11081e-06
       40.085       4.49227       4.49228        6.20008e-06
       40.09       4.55633       4.55634        6.28929e-06
       40.095       4.62035       4.62035        6.37844e-06
       40.1       4.68433       4.68434        6.46753e-06
       40.105       4.74827       4.74828        6.55655e-06
       40.11       4.81218       4.81218        6.64551e-06
       40.115       4.87604       4.87605        6.7344e-06
       40.12       4.93987       4.93988        6.82322e-06
       40.125       5.00366       5.00366        6.91197e-06
       40.13       5.0674       5.06741        7.00066e-06
       40.135       5.13111       5.13111        7.08927e-06
       40.14       5.19477       5.19478        7.17782e-06
       40.145       5.25839       5.2584        7.26629e-06
       40.15       5.32196       5.32197        7.35469e-06
       40.155       5.3855       5.3855        7.44301e-06
       40.16       5.44898       5.44899        7.53127e-06
       40.165       5.51242       5.51243        7.61944e-06
       40.17       5.57582       5.57583        7.70754e-06
       40.175       5.63917       5.63918        7.79557e-06
       40.18       5.70247       5.70248        7.88351e-06
       40.185       5.76572       5.76573        7.97138e-06
       40.19       5.82893       5.82894        8.05916e-06
       40.195       5.89208       5.89209        8.14687e-06
       40.2       5.95519       5.9552        8.23449e-06
       40.205       6.01825       6.01826        8.32204e-06
       40.21       6.08125       6.08126        8.4095e-06
       40.215       6.1442       6.14421        8.49687e-06
       40.22       6.20711       6.20711        8.58416e-06
       40.225       6.26995       6.26996        8.67137e-06
       40.23       6.33275       6.33276        8.75848e-06
       40.235       6.39549       6.3955        8.84551e-06
       40.24       6.45817       6.45818        8.93245e-06
       40.245       6.5208       6.52081        9.01931e-06
       40.25       6.58338       6.58339        9.10607e-06
       40.255       6.64589       6.6459        9.19274e-06
       40.26       6.70835       6.70836        9.27932e-06
       40.265       6.77076       6.77077        9.36581e-06
       40.27       6.8331       6.83311        9.4522e-06
       40.275       6.89538       6.89539        9.5385e-06
       40.28       6.95761       6.95762        9.6247e-06
       40.285       7.01977       7.01978        9.71081e-06
       40.29       7.08188       7.08189        9.79682e-06
       40.295       7.14392       7.14393        9.88273e-06
       40.3       7.2059       7.20591        9.96854e-06
       40.305       7.26781       7.26782        1.00543e-05
       40.31       7.32966       7.32967        1.01399e-05
       40.315       7.39145       7.39146        1.02254e-05
       40.32       7.45318       7.45319        1.03108e-05
       40.325       7.51483       7.51484        1.03961e-05
       40.33       7.57643       7.57644        1.04813e-05
       40.335       7.63795       7.63796        1.05664e-05
       40.34       7.69941       7.69942        1.06514e-05
       40.345       7.7608       7.76081        1.07363e-05
       40.35       7.82212       7.82213        1.0821e-05
       40.355       7.88338       7.88339        1.09057e-05
       40.36       7.94456       7.94457        1.09903e-05
       40.365       8.00567       8.00568        1.10747e-05
       40.37       8.06671       8.06672        1.11591e-05
       40.375       8.12768       8.1277        1.12433e-05
       40.38       8.18858       8.18859        1.13274e-05
       40.385       8.24941       8.24942        1.14114e-05
       40.39       8.31016       8.31017        1.14953e-05
       40.395       8.37084       8.37085        1.15791e-05
       40.4       8.43144       8.43145        1.16627e-05
       40.405       8.49197       8.49198        1.17463e-05
       40.41       8.55242       8.55244        1.18297e-05
       40.415       8.6128       8.61281        1.1913e-05
       40.42       8.6731       8.67311        1.19962e-05
       40.425       8.73332       8.73333        1.20793e-05
       40.43       8.79346       8.79348        1.21622e-05
       40.435       8.85353       8.85354        1.2245e-05
       40.44       8.91351       8.91353        1.23277e-05
       40.445       8.97342       8.97343        1.24103e-05
       40.45       9.03325       9.03326        1.24928e-05
       40.455       9.09299       9.093        1.25751e-05
       40.46       9.15265       9.15266        1.26573e-05
       40.465       9.21223       9.21224        1.27394e-05
       40.47       9.27173       9.27174        1.28213e-05
       40.475       9.33114       9.33115        1.29031e-05
       40.48       9.39047       9.39048        1.29848e-05
       40.485       9.44971       9.44973        1.30664e-05
       40.49       9.50887       9.50888        1.31478e-05
       40.495       9.56794       9.56796        1.32291e-05
       40.5       9.62693       9.62694        1.33103e-05
       40.505       9.68583       9.68584        1.33913e-05
       40.51       9.74464       9.74465        1.34722e-05
       40.515       9.80336       9.80338        1.3553e-05
       40.52       9.862       9.86201        1.36336e-05
       40.525       9.92054       9.92056        1.37141e-05
       40.53       9.979       9.97901        1.37945e-05
       40.535       10.0374       10.0374        1.38747e-05
       40.54       10.0956       10.0956        1.39548e-05
       40.545       10.1538       10.1538        1.40347e-05
       40.55       10.2119       10.2119        1.41145e-05
       40.555       10.2699       10.2699        1.41942e-05
       40.56       10.3278       10.3278        1.42737e-05
       40.565       10.3856       10.3856        1.43531e-05
       40.57       10.4433       10.4433        1.44323e-05
       40.575       10.5009       10.501        1.45114e-05
       40.58       10.5585       10.5585        1.45904e-05
       40.585       10.6159       10.6159        1.46691e-05
       40.59       10.6732       10.6732        1.47478e-05
       40.595       10.7304       10.7305        1.48263e-05
       40.6       10.7876       10.7876        1.49047e-05
       40.605       10.8446       10.8446        1.49829e-05
       40.61       10.9015       10.9016        1.50609e-05
       40.615       10.9584       10.9584        1.51388e-05
       40.62       11.0151       11.0151        1.52166e-05
       40.625       11.0718       11.0718        1.52942e-05
       40.63       11.1283       11.1283        1.53716e-05
       40.635       11.1847       11.1847        1.54489e-05
       40.64       11.241       11.2411        1.55261e-05
       40.645       11.2973       11.2973        1.5603e-05
       40.65       11.3534       11.3534        1.56799e-05
       40.655       11.4094       11.4094        1.57566e-05
