#      t_n         x_n         xteo        err    
       3.06       18.2286       18.2286        2.70055e-05
       3.065       18.2107       18.2107        2.69728e-05
       3.07       18.1926       18.1927        2.69398e-05
       3.075       18.1744       18.1744        2.69066e-05
       3.08       18.156       18.156        2.68731e-05
       3.085       18.1374       18.1375        2.68393e-05
       3.09       18.1187       18.1187        2.68053e-05
       3.095       18.0998       18.0998        2.67709e-05
       3.1       18.0807       18.0807        2.67364e-05
       3.105       18.0614       18.0614        2.67015e-05
       3.11       18.042       18.042        2.66664e-05
       3.115       18.0224       18.0224        2.6631e-05
       3.12       18.0026       18.0026        2.65954e-05
       3.125       17.9826       17.9827        2.65595e-05
       3.13       17.9625       17.9626        2.65233e-05
       3.135       17.9422       17.9423        2.64869e-05
       3.14       17.9218       17.9218        2.64501e-05
       3.145       17.9011       17.9012        2.64132e-05
       3.15       17.8803       17.8804        2.63759e-05
       3.155       17.8594       17.8594        2.63384e-05
       3.16       17.8382       17.8383        2.63007e-05
       3.165       17.8169       17.817        2.62627e-05
       3.17       17.7955       17.7955        2.62244e-05
       3.175       17.7738       17.7738        2.61858e-05
       3.18       17.752       17.752        2.6147e-05
       3.185       17.73       17.73        2.61079e-05
       3.19       17.7079       17.7079        2.60686e-05
       3.195       17.6856       17.6856        2.6029e-05
       3.2       17.6631       17.6631        2.59891e-05
       3.205       17.6404       17.6404        2.5949e-05
       3.21       17.6176       17.6176        2.59087e-05
       3.215       17.5946       17.5946        2.5868e-05
       3.22       17.5715       17.5715        2.58271e-05
       3.225       17.5481       17.5482        2.5786e-05
       3.23       17.5246       17.5247        2.57446e-05
       3.235       17.501       17.501        2.57029e-05
       3.24       17.4772       17.4772        2.5661e-05
       3.245       17.4532       17.4532        2.56188e-05
       3.25       17.429       17.4291        2.55764e-05
       3.255       17.4047       17.4047        2.55337e-05
       3.26       17.3802       17.3803        2.54907e-05
       3.265       17.3556       17.3556        2.54475e-05
       3.27       17.3308       17.3308        2.54041e-05
       3.275       17.3058       17.3058        2.53604e-05
       3.28       17.2807       17.2807        2.53164e-05
       3.285       17.2554       17.2554        2.52722e-05
       3.29       17.2299       17.2299        2.52277e-05
       3.295       17.2043       17.2043        2.5183e-05
       3.3       17.1785       17.1785        2.5138e-05
       3.305       17.1525       17.1526        2.50928e-05
       3.31       17.1264       17.1265        2.50473e-05
       3.315       17.1001       17.1002        2.50016e-05
       3.32       17.0737       17.0737        2.49556e-05
       3.325       17.0471       17.0471        2.49094e-05
       3.33       17.0203       17.0204        2.48629e-05
       3.335       16.9934       16.9934        2.48162e-05
       3.34       16.9663       16.9664        2.47692e-05
       3.345       16.9391       16.9391        2.4722e-05
       3.35       16.9117       16.9117        2.46745e-05
       3.355       16.8841       16.8841        2.46268e-05
       3.36       16.8564       16.8564        2.45789e-05
       3.365       16.8285       16.8285        2.45307e-05
       3.37       16.8005       16.8005        2.44822e-05
       3.375       16.7723       16.7723        2.44335e-05
       3.38       16.7439       16.7439        2.43846e-05
       3.385       16.7154       16.7154        2.43354e-05
       3.39       16.6867       16.6867        2.4286e-05
       3.395       16.6579       16.6579        2.42363e-05
       3.4       16.6289       16.6289        2.41864e-05
       3.405       16.5997       16.5998        2.41362e-05
       3.41       16.5704       16.5705        2.40859e-05
       3.415       16.541       16.541        2.40352e-05
       3.42       16.5113       16.5114        2.39843e-05
       3.425       16.4816       16.4816        2.39332e-05
       3.43       16.4516       16.4517        2.38819e-05
       3.435       16.4216       16.4216        2.38303e-05
       3.44       16.3913       16.3913        2.37785e-05
       3.445       16.3609       16.3609        2.37264e-05
       3.45       16.3304       16.3304        2.36741e-05
       3.455       16.2997       16.2997        2.36215e-05
       3.46       16.2688       16.2688        2.35688e-05
       3.465       16.2378       16.2378        2.35157e-05
       3.47       16.2066       16.2067        2.34625e-05
       3.475       16.1753       16.1753        2.3409e-05
       3.48       16.1438       16.1439        2.33553e-05
       3.485       16.1122       16.1122        2.33013e-05
       3.49       16.0804       16.0805        2.32472e-05
       3.495       16.0485       16.0485        2.31927e-05
       3.5       16.0164       16.0165        2.31381e-05
       3.505       15.9842       15.9842        2.30832e-05
       3.51       15.9518       15.9519        2.30281e-05
       3.515       15.9193       15.9193        2.29728e-05
       3.52       15.8866       15.8866        2.29172e-05
       3.525       15.8538       15.8538        2.28614e-05
       3.53       15.8208       15.8208        2.28054e-05
       3.535       15.7877       15.7877        2.27491e-05
       3.54       15.7544       15.7544        2.26926e-05
       3.545       15.721       15.721        2.26359e-05
       3.55       15.6874       15.6874        2.2579e-05
       3.555       15.6537       15.6537        2.25218e-05
       3.56       15.6198       15.6198        2.24644e-05
       3.565       15.5858       15.5858        2.24068e-05
       3.57       15.5516       15.5517        2.2349e-05
       3.575       15.5173       15.5174        2.22909e-05
       3.58       15.4829       15.4829        2.22326e-05
       3.585       15.4483       15.4483        2.21741e-05
       3.59       15.4135       15.4136        2.21154e-05
       3.595       15.3786       15.3787        2.20564e-05
       3.6       15.3436       15.3436        2.19973e-05
       3.605       15.3084       15.3084        2.19379e-05
       3.61       15.2731       15.2731        2.18783e-05
       3.615       15.2376       15.2377        2.18185e-05
       3.62       15.202       15.202        2.17584e-05
       3.625       15.1663       15.1663        2.16981e-05
       3.63       15.1304       15.1304        2.16377e-05
       3.635       15.0943       15.0944        2.1577e-05
       3.64       15.0582       15.0582        2.15161e-05
       3.645       15.0218       15.0219        2.14549e-05
       3.65       14.9854       14.9854        2.13936e-05
       3.655       14.9488       14.9488        2.1332e-05
       3.66       14.912       14.912        2.12703e-05
       3.665       14.8751       14.8752        2.12083e-05
       3.67       14.8381       14.8381        2.11461e-05
       3.675       14.801       14.801        2.10837e-05
       3.68       14.7637       14.7637        2.10211e-05
       3.685       14.7262       14.7262        2.09583e-05
       3.69       14.6886       14.6887        2.08952e-05
       3.695       14.6509       14.6509        2.0832e-05
       3.7       14.6131       14.6131        2.07685e-05
       3.705       14.5751       14.5751        2.07049e-05
       3.71       14.537       14.537        2.0641e-05
       3.715       14.4987       14.4987        2.05769e-05
       3.72       14.4603       14.4603        2.05126e-05
       3.725       14.4218       14.4218        2.04482e-05
       3.73       14.3831       14.3831        2.03835e-05
       3.735       14.3443       14.3443        2.03186e-05
       3.74       14.3054       14.3054        2.02535e-05
